timestamp,data_state,num_samples,seed,label,feature,weight,rank
2026-02-28 01:48:08,clean,5000,7,2,this,0.10805824464732047,6
2026-02-28 01:48:08,clean,5000,7,2,were,-0.10329516738254822,7
2026-02-28 01:48:08,clean,5000,7,2,was,-0.06966662104185636,8
2026-02-28 01:48:08,clean,5000,7,2,learned,0.06709952162956083,9
2026-02-28 01:48:08,clean,5000,7,2,It,-0.05969417013779367,10
2026-02-28 01:48:23,clean,5000,42,2,insightful,0.27389276267933405,1
2026-02-28 01:48:23,clean,5000,42,2,fantastic,0.2628415582085621,2
2026-02-28 01:48:23,clean,5000,42,2,every,0.1409625986246184,3
2026-02-28 01:48:23,clean,5000,42,2,this,0.1256396084465409,4
2026-02-28 01:48:23,clean,5000,42,2,organized,0.11922400081715978,5
2026-02-28 01:48:23,clean,5000,42,2,were,-0.10236083617111819,6
2026-02-28 01:48:23,clean,5000,42,2,and,0.08972407494904727,7
2026-02-28 01:48:23,clean,5000,42,2,learned,0.07978860930734588,8
2026-02-28 01:48:23,clean,5000,42,2,a,-0.0700123486938333,9
2026-02-28 01:48:23,clean,5000,42,2,The,-0.06882097183055123,10
2026-02-28 01:48:08,clean,5000,7,2,fantastic,0.27990696713234353,1
2026-02-28 01:48:08,clean,5000,7,2,insightful,0.27928884064106174,2
2026-02-28 01:48:08,clean,5000,7,2,every,0.12993612646194413,3
2026-02-28 01:48:08,clean,5000,7,2,organized,0.12670393290676718,4
2026-02-28 01:48:08,clean,5000,7,2,and,0.10947511568271673,5
2026-02-28 01:48:08,clean,5000,7,2,this,0.10805824464732047,6
2026-02-28 01:48:08,clean,5000,7,2,were,-0.10329516738254822,7
2026-02-28 01:48:08,clean,5000,7,2,was,-0.06966662104185636,8
2026-02-28 01:48:08,clean,5000,7,2,learned,0.06709952162956083,9
2026-02-28 01:48:08,clean,5000,7,2,It,-0.05969417013779367,10
2026-02-28 01:48:23,clean,5000,42,2,insightful,0.27389276267933405,1
2026-02-28 01:48:23,clean,5000,42,2,fantastic,0.2628415582085621,2
2026-02-28 01:48:23,clean,5000,42,2,every,0.1409625986246184,3
2026-02-28 01:48:23,clean,5000,42,2,this,0.1256396084465409,4
2026-02-28 01:48:23,clean,5000,42,2,organized,0.11922400081715978,5
2026-02-28 01:48:23,clean,5000,42,2,were,-0.10236083617111819,6
2026-02-28 01:48:23,clean,5000,42,2,and,0.08972407494904727,7
2026-02-28 01:48:23,clean,5000,42,2,learned,0.07978860930734588,8
2026-02-28 01:48:23,clean,5000,42,2,a,-0.0700123486938333,9
2026-02-28 01:48:23,clean,5000,42,2,The,-0.06882097183055123,10
2026-02-28 01:48:37,clean,5000,220,2,insightful,0.2815696317641009,1
2026-02-28 01:48:37,clean,5000,220,2,fantastic,0.27400948595229613,2
2026-02-28 01:48:37,clean,5000,220,2,every,0.1405466966715749,3
2026-02-28 01:48:37,clean,5000,220,2,were,-0.11584266447833844,4
2026-02-28 01:48:37,clean,5000,220,2,organized,0.11113558989126313,5
2026-02-28 01:48:37,clean,5000,220,2,this,0.10895697311571037,6
2026-02-28 01:48:37,clean,5000,220,2,and,0.09751568741412751,7
2026-02-28 01:48:08,clean,5000,7,2,fantastic,0.27990696713234353,1
2026-02-28 01:48:08,clean,5000,7,2,insightful,0.27928884064106174,2
2026-02-28 01:48:08,clean,5000,7,2,every,0.12993612646194413,3
2026-02-28 01:48:08,clean,5000,7,2,organized,0.12670393290676718,4
2026-02-28 01:48:08,clean,5000,7,2,and,0.10947511568271673,5
2026-02-28 01:48:08,clean,5000,7,2,this,0.10805824464732047,6
2026-02-28 01:48:08,clean,5000,7,2,were,-0.10329516738254822,7
2026-02-28 01:48:08,clean,5000,7,2,was,-0.06966662104185636,8
2026-02-28 01:48:08,clean,5000,7,2,learned,0.06709952162956083,9
2026-02-28 01:48:08,clean,5000,7,2,It,-0.05969417013779367,10
2026-02-28 01:48:23,clean,5000,42,2,insightful,0.27389276267933405,1
2026-02-28 01:48:23,clean,5000,42,2,fantastic,0.2628415582085621,2
2026-02-28 01:48:23,clean,5000,42,2,every,0.1409625986246184,3
2026-02-28 01:48:23,clean,5000,42,2,this,0.1256396084465409,4
2026-02-28 01:48:23,clean,5000,42,2,organized,0.11922400081715978,5
2026-02-28 01:48:23,clean,5000,42,2,were,-0.10236083617111819,6
2026-02-28 01:48:23,clean,5000,42,2,and,0.08972407494904727,7
2026-02-28 01:48:23,clean,5000,42,2,learned,0.07978860930734588,8
2026-02-28 01:48:23,clean,5000,42,2,a,-0.0700123486938333,9
2026-02-28 01:48:23,clean,5000,42,2,The,-0.06882097183055123,10
2026-02-28 01:48:37,clean,5000,220,2,insightful,0.2815696317641009,1
2026-02-28 01:48:37,clean,5000,220,2,fantastic,0.27400948595229613,2
2026-02-28 01:48:37,clean,5000,220,2,every,0.1405466966715749,3
2026-02-28 01:48:37,clean,5000,220,2,were,-0.11584266447833844,4
2026-02-28 01:48:37,clean,5000,220,2,organized,0.11113558989126313,5
2026-02-28 01:48:37,clean,5000,220,2,this,0.10895697311571037,6
2026-02-28 01:48:37,clean,5000,220,2,and,0.09751568741412751,7
2026-02-28 01:48:51,clean,5000,900,2,insightful,0.28111673527315995,1
2026-02-28 01:48:51,clean,5000,900,2,fantastic,0.273566152734377,2
2026-02-28 01:48:51,clean,5000,900,2,every,0.14729871918210705,3
2026-02-28 01:48:51,clean,5000,900,2,organized,0.13161923325229985,4
2026-02-28 01:48:51,clean,5000,900,2,this,0.10311631036577314,5
2026-02-28 01:48:51,clean,5000,900,2,were,-0.09737301757383857,6
2026-02-28 01:48:51,clean,5000,900,2,and,0.09499095765792454,7
2026-02-28 01:48:51,clean,5000,900,2,a,-0.07958508078792835,8
2026-02-28 01:48:51,clean,5000,900,2,learned,0.07586636522142905,9
2026-02-28 01:48:51,clean,5000,900,2,It,-0.0733450031277859,10
